,id,lat,lng
0,1696228,16.816380,100.255400
1,4670344,41.737890,21.681320
2,11964158,51.371552,7.678807
3,4331369,27.668645,84.436819
4,3079574,9.746528,105.868500
5,3079576,36.556620,1.801409
6,5083929,31.613656,-7.972308
7,1696231,-22.779740,-47.143040
8,11196987,11.091063,77.338348
9,349348,22.643447,-102.994302
10,2317086,24.802750,46.634980
